wave,module,method,url,suggested_controller,callers
4,documents,POST,/v1/documents/ocr-queue/{}/verify,DocumentsController,/cbs-frontend/src/features/operations/api/documentApi.ts:134
4,documents,POST,/v1/documents/retention-check,DocumentsController,/cbs-frontend/src/features/operations/api/documentApi.ts:161
4,documents,POST,/v1/documents/templates/{}/generate,DocumentsController,/cbs-frontend/src/features/operations/api/documentApi.ts:146
4,documents,POST,/v1/documents/upload,DocumentsController,/cbs-frontend/src/features/operations/api/documentApi.ts:102
4,documents,POST,/v1/documents/{}/delete,DocumentsController,/cbs-frontend/src/features/operations/api/documentApi.ts:106
4,documents,POST,/v1/documents/{}/link,DocumentsController,/cbs-frontend/src/features/operations/api/documentApi.ts:118
4,documents,POST,/v1/documents/{}/tags,DocumentsController,/cbs-frontend/src/features/operations/api/documentApi.ts:110
4,eod,GET,/v1/eod/duration-trend,EodController,/cbs-frontend/src/features/operations/api/eodApi.ts:99
4,eod,GET,/v1/eod/history,EodController,/cbs-frontend/src/features/operations/api/eodApi.ts:95
4,eod,GET,/v1/eod/runs/{}/logs,EodController,/cbs-frontend/src/features/operations/api/eodApi.ts:79
4,eod,GET,/v1/eod/runs/{}/steps,EodController,/cbs-frontend/src/features/operations/api/eodApi.ts:75
4,eod,GET,/v1/eod/schedule,EodController,/cbs-frontend/src/features/operations/api/eodApi.ts:103
4,eod,GET,/v1/eod/status,EodController,/cbs-frontend/src/features/operations/api/eodApi.ts:67
4,eod,POST,/v1/eod/runs/{}/rollback,EodController,/cbs-frontend/src/features/operations/api/eodApi.ts:91
4,eod,POST,/v1/eod/runs/{}/steps/{}/retry,EodController,/cbs-frontend/src/features/operations/api/eodApi.ts:83
4,eod,POST,/v1/eod/runs/{}/steps/{}/skip,EodController,/cbs-frontend/src/features/operations/api/eodApi.ts:87
4,eod,POST,/v1/eod/trigger,EodController,/cbs-frontend/src/features/operations/api/eodApi.ts:71
4,eod,PUT,/v1/eod/schedule,EodController,/cbs-frontend/src/features/operations/api/eodApi.ts:107
4,fees,GET,/v1/fees/definitions,FeesController,/cbs-frontend/src/features/fees/api/feeApi.ts:132
4,fees,GET,/v1/fees/history/account/{},FeesController,/cbs-frontend/src/features/fees/api/feeApi.ts:219
4,fees,GET,/v1/fees/preview/{},FeesController,/cbs-frontend/src/features/fees/api/feeApi.ts:156
4,fees,POST,/v1/fees/definitions,FeesController,/cbs-frontend/src/features/fees/api/feeApi.ts:146
4,fraud,PATCH,/v1/fraud/rules/{}/toggle,FraudController,/cbs-frontend/src/features/risk/api/fraudApi.ts:40
4,fraud,POST,/v1/fraud/alerts/{}/allow,FraudController,/cbs-frontend/src/features/risk/api/fraudApi.ts:28
4,fraud,POST,/v1/fraud/alerts/{}/block-account,FraudController,/cbs-frontend/src/features/risk/api/fraudApi.ts:25
4,fraud,POST,/v1/fraud/alerts/{}/block-card,FraudController,/cbs-frontend/src/features/risk/api/fraudApi.ts:22
4,fraud,POST,/v1/fraud/alerts/{}/dismiss,FraudController,/cbs-frontend/src/features/risk/api/fraudApi.ts:31
4,fraud,POST,/v1/fraud/alerts/{}/file-case,FraudController,/cbs-frontend/src/features/risk/api/fraudApi.ts:34
4,funds,POST,/v1/funds,FundsController,/cbs-frontend/src/features/capitalmarkets/api/capitalMarketsApi.ts:303
4,fx,GET,/v1/fx/rate,FxController,/cbs-frontend/src/features/payments/api/internationalPaymentApi.ts:74
4,gateway,GET,/v1/gateway/messages,GatewayController,/cbs-frontend/src/features/gateway/api/gatewayApi.ts:82
4,gateway,GET,/v1/gateway/messages/{},GatewayController,/cbs-frontend/src/features/gateway/api/gatewayApi.ts:85
4,gateway,GET,/v1/gateway/stats,GatewayController,/cbs-frontend/src/features/gateway/api/gatewayApi.ts:76
4,gateway,GET,/v1/gateway/status,GatewayController,/cbs-frontend/src/features/gateway/api/gatewayApi.ts:100
4,gateway,GET,/v1/gateway/swift,GatewayController,/cbs-frontend/src/features/gateway/api/gatewayApi.ts:103
4,gateway,GET,/v1/gateway/swift/{},GatewayController,/cbs-frontend/src/features/gateway/api/gatewayApi.ts:106
4,gateway,GET,/v1/gateway/throughput,GatewayController,/cbs-frontend/src/features/gateway/api/gatewayApi.ts:79
4,gateway,POST,/v1/gateway/messages/retry-all-failed,GatewayController,/cbs-frontend/src/features/gateway/api/gatewayApi.ts:97
4,gateway,POST,/v1/gateway/messages/{}/cancel,GatewayController,/cbs-frontend/src/features/gateway/api/gatewayApi.ts:91
4,gateway,POST,/v1/gateway/messages/{}/override,GatewayController,/cbs-frontend/src/features/gateway/api/gatewayApi.ts:94
4,gateway,POST,/v1/gateway/messages/{}/retry,GatewayController,/cbs-frontend/src/features/gateway/api/gatewayApi.ts:88
4,gl,GET,/v1/gl/accounts,GlController,/cbs-frontend/src/features/operations/api/glApi.ts:112
4,gl,GET,/v1/gl/balances,GlController,/cbs-frontend/src/features/operations/api/glApi.ts:120
4,gl,GET,/v1/gl/line-item-accounts,GlController,/cbs-frontend/src/features/reports/components/financial/BalanceSheetReport.tsx:29
4,gl,GET,/v1/gl/reconciliation,GlController,/cbs-frontend/src/features/operations/api/glApi.ts:140
4,gl,GET,/v1/gl/trial-balance,GlController,/cbs-frontend/src/features/operations/api/glApi.ts:136
4,gl,POST,/v1/gl/journals,GlController,/cbs-frontend/src/features/operations/api/glApi.ts:132
4,goals,GET,/v1/goals,GoalsController,/cbs-frontend/src/features/goals/api/goalApi.ts:57
4,goals,GET,/v1/goals/recurring-deposits,GoalsController,/cbs-frontend/src/features/goals/api/goalApi.ts:81
4,goals,GET,/v1/goals/recurring-deposits/{},GoalsController,/cbs-frontend/src/features/goals/api/goalApi.ts:85
4,goals,GET,/v1/goals/{},GoalsController,/cbs-frontend/src/features/goals/api/goalApi.ts:61
4,goals,GET,/v1/goals/{}/contributions,GoalsController,/cbs-frontend/src/features/goals/api/goalApi.ts:77
4,goals,POST,/v1/goals,GoalsController,/cbs-frontend/src/features/goals/api/goalApi.ts:65
4,goals,POST,/v1/goals/{}/auto-debit,GoalsController,/cbs-frontend/src/features/goals/api/goalApi.ts:73
4,goals,POST,/v1/goals/{}/contribute,GoalsController,/cbs-frontend/src/features/goals/api/goalApi.ts:69
4,investment-portfolios,POST,/v1/investment-portfolios,InvestmentPortfoliosController,/cbs-frontend/src/features/capitalmarkets/api/capitalMarketsApi.ts:289
4,leases,GET,/v1/leases,LeasesController,/cbs-frontend/src/features/lending/api/leaseApi.ts:6
4,leases,GET,/v1/leases/{},LeasesController,/cbs-frontend/src/features/lending/api/leaseApi.ts:8
4,ma-advisory,POST,/v1/ma-advisory,MaAdvisoryController,/cbs-frontend/src/features/advisory/api/advisoryApi.ts:340
4,market-analysis,POST,/v1/market-analysis,MarketAnalysisController,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts:214
4,market-orders,POST,/v1/market-orders,MarketOrdersController,/cbs-frontend/src/features/treasury/api/tradingApi.ts:390
4,market-research,POST,/v1/market-research,MarketResearchController,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts:235
4,merchants,GET,/v1/merchants,MerchantsController,/cbs-frontend/src/features/cards/hooks/useCardData.ts:32; /cbs-frontend/src/features/cards/api/cardApi.ts:15
4,merchants,POST,/v1/merchants,MerchantsController,/cbs-frontend/src/features/cards/api/cardApi.ts:17; /cbs-frontend/src/features/acquiring/api/acquiringApi.ts:102
4,mortgages,GET,/v1/mortgages,MortgagesController,/cbs-frontend/src/features/lending/api/mortgageApi.ts:6
4,notifications,GET,/v1/notifications,NotificationsController,/cbs-frontend/src/features/notifications/api/notificationApi.ts:5
4,notifications,GET,/v1/notifications/channels,NotificationsController,/cbs-frontend/src/features/admin/api/notificationAdminApi.ts:113
4,notifications,GET,/v1/notifications/delivery-stats,NotificationsController,/cbs-frontend/src/features/admin/api/notificationAdminApi.ts:125
4,notifications,GET,/v1/notifications/failures,NotificationsController,/cbs-frontend/src/features/admin/api/notificationAdminApi.ts:129
4,notifications,GET,/v1/notifications/scheduled,NotificationsController,/cbs-frontend/src/features/admin/api/notificationAdminApi.ts:133
4,notifications,GET,/v1/notifications/templates/{},NotificationsController,/cbs-frontend/src/features/admin/api/notificationAdminApi.ts:89
4,notifications,GET,/v1/notifications/templates/{}/versions,NotificationsController,/cbs-frontend/src/features/admin/api/notificationAdminApi.ts:109
4,notifications,GET,/v1/notifications/unread-count,NotificationsController,/cbs-frontend/src/features/notifications/api/notificationApi.ts:6
4,notifications,POST,/v1/notifications/channels/{},NotificationsController,/cbs-frontend/src/features/admin/api/notificationAdminApi.ts:117
4,notifications,POST,/v1/notifications/channels/{}/test,NotificationsController,/cbs-frontend/src/features/admin/api/notificationAdminApi.ts:121
4,notifications,POST,/v1/notifications/mark-all-read,NotificationsController,/cbs-frontend/src/features/notifications/api/notificationApi.ts:8
4,notifications,POST,/v1/notifications/scheduled,NotificationsController,/cbs-frontend/src/features/admin/api/notificationAdminApi.ts:137
4,notifications,POST,/v1/notifications/scheduled/{}/toggle,NotificationsController,/cbs-frontend/src/features/admin/api/notificationAdminApi.ts:141
4,notifications,POST,/v1/notifications/templates/{},NotificationsController,/cbs-frontend/src/features/admin/api/notificationAdminApi.ts:97
4,notifications,POST,/v1/notifications/templates/{}/archive,NotificationsController,/cbs-frontend/src/features/admin/api/notificationAdminApi.ts:105
4,notifications,POST,/v1/notifications/templates/{}/publish,NotificationsController,/cbs-frontend/src/features/admin/api/notificationAdminApi.ts:101
4,notifications,POST,/v1/notifications/{}/delete,NotificationsController,/cbs-frontend/src/features/notifications/api/notificationApi.ts:9
4,notifications,POST,/v1/notifications/{}/read,NotificationsController,/cbs-frontend/src/features/notifications/api/notificationApi.ts:7
4,parameters,GET,/v1/parameters,ParametersController,/cbs-frontend/src/features/admin/api/parameterApi.ts:110
4,parameters,GET,/v1/parameters/feature-flags,ParametersController,/cbs-frontend/src/features/admin/api/parameterApi.ts:122
4,parameters,GET,/v1/parameters/lookup-codes,ParametersController,/cbs-frontend/src/features/admin/api/parameterApi.ts:137
4,parameters,GET,/v1/parameters/rate-tables,ParametersController,/cbs-frontend/src/features/admin/api/parameterApi.ts:128
4,parameters,GET,/v1/parameters/rate-tables/{},ParametersController,/cbs-frontend/src/features/admin/api/parameterApi.ts:131
4,parameters,GET,/v1/parameters/system-info,ParametersController,/cbs-frontend/src/features/admin/api/parameterApi.ts:146
4,parameters,GET,/v1/parameters/{},ParametersController,/cbs-frontend/src/features/admin/api/parameterApi.ts:113
4,parameters,GET,/v1/parameters/{}/history,ParametersController,/cbs-frontend/src/features/admin/api/parameterApi.ts:119
4,parameters,POST,/v1/parameters/feature-flags/{},ParametersController,/cbs-frontend/src/features/admin/api/parameterApi.ts:125
4,parameters,POST,/v1/parameters/lookup-codes,ParametersController,/cbs-frontend/src/features/admin/api/parameterApi.ts:140
4,parameters,POST,/v1/parameters/lookup-codes/{},ParametersController,/cbs-frontend/src/features/admin/api/parameterApi.ts:143
4,parameters,POST,/v1/parameters/rate-tables/{},ParametersController,/cbs-frontend/src/features/admin/api/parameterApi.ts:134
4,parameters,POST,/v1/parameters/{},ParametersController,/cbs-frontend/src/features/admin/api/parameterApi.ts:116
4,portal,DELETE,/v1/portal/beneficiaries/{},PortalController,/cbs-frontend/src/features/portal/api/portalApi.ts:69
4,portal,GET,/v1/portal/accounts,PortalController,/cbs-frontend/src/features/portal/api/portalApi.ts:56
4,portal,GET,/v1/portal/accounts/{}/transactions,PortalController,/cbs-frontend/src/features/portal/api/portalApi.ts:58
4,portal,GET,/v1/portal/beneficiaries,PortalController,/cbs-frontend/src/features/portal/api/portalApi.ts:65
4,portal,GET,/v1/portal/cards,PortalController,/cbs-frontend/src/features/portal/api/portalApi.ts:72
4,portal,GET,/v1/portal/service-requests,PortalController,/cbs-frontend/src/features/portal/api/portalApi.ts:79
4,portal,GET,/v1/portal/service-requests/types,PortalController,/cbs-frontend/src/features/portal/api/portalApi.ts:83
4,portal,GET,/v1/portal/transactions/recent,PortalController,/cbs-frontend/src/features/portal/api/portalApi.ts:60
4,portal,POST,/v1/portal/beneficiaries,PortalController,/cbs-frontend/src/features/portal/api/portalApi.ts:67
4,portal,POST,/v1/portal/cards/{}/block,PortalController,/cbs-frontend/src/features/portal/api/portalApi.ts:76
4,portal,POST,/v1/portal/cards/{}/controls,PortalController,/cbs-frontend/src/features/portal/api/portalApi.ts:74
4,portal,POST,/v1/portal/service-requests,PortalController,/cbs-frontend/src/features/portal/api/portalApi.ts:81
4,pos-terminals,GET,/v1/pos-terminals,PosTerminalsController,/cbs-frontend/src/features/cards/api/cardApi.ts:19
4,private-placements,POST,/v1/private-placements,PrivatePlacementsController,/cbs-frontend/src/features/capitalmarkets/api/capitalMarketsApi.ts:263
4,products,GET,/v1/products,ProductsController,/cbs-frontend/src/features/admin/api/productApi.ts:99
4,products,GET,/v1/products/bundles,ProductsController,/cbs-frontend/src/features/admin/api/productApi.ts:123
4,products,GET,/v1/products/{},ProductsController,/cbs-frontend/src/features/admin/api/productApi.ts:103
4,products,GET,/v1/products/{}/accounts,ProductsController,/cbs-frontend/src/features/admin/pages/ProductDetailPage.tsx:156
4,products,GET,/v1/products/{}/versions,ProductsController,/cbs-frontend/src/features/admin/api/productApi.ts:131
4,products,POST,/v1/products,ProductsController,/cbs-frontend/src/features/admin/api/productApi.ts:107
4,products,POST,/v1/products/bundles,ProductsController,/cbs-frontend/src/features/admin/api/productApi.ts:127
4,products,POST,/v1/products/{},ProductsController,/cbs-frontend/src/features/admin/api/productApi.ts:111
4,products,POST,/v1/products/{}/publish,ProductsController,/cbs-frontend/src/features/admin/api/productApi.ts:115
4,products,POST,/v1/products/{}/retire,ProductsController,/cbs-frontend/src/features/admin/api/productApi.ts:119
4,project-finance,GET,/v1/project-finance,ProjectFinanceController,/cbs-frontend/src/features/lending/api/syndicationApi.ts:31
4,project-finance,GET,/v1/project-finance/{},ProjectFinanceController,/cbs-frontend/src/features/lending/api/syndicationApi.ts:32
4,project-finance,POST,/v1/project-finance,ProjectFinanceController,/cbs-frontend/src/features/advisory/api/advisoryApi.ts:324
4,reconciliation,GET,/v1/reconciliation/nostro-accounts,ReconciliationController,/cbs-frontend/src/features/reconciliation/api/reconciliationApi.ts:56
4,reconciliation,GET,/v1/reconciliation/sessions,ReconciliationController,/cbs-frontend/src/features/reconciliation/api/reconciliationApi.ts:63
4,reconciliation,POST,/v1/reconciliation/sessions/{}/auto-match,ReconciliationController,/cbs-frontend/src/features/reconciliation/api/reconciliationApi.ts:74
4,reconciliation,POST,/v1/reconciliation/sessions/{}/manual-match,ReconciliationController,/cbs-frontend/src/features/reconciliation/api/reconciliationApi.ts:82
4,reconciliation,POST,/v1/reconciliation/sessions/{}/write-off,ReconciliationController,/cbs-frontend/src/features/reconciliation/api/reconciliationApi.ts:90
4,reconciliation,POST,/v1/reconciliation/upload-statement,ReconciliationController,/cbs-frontend/src/features/reconciliation/api/reconciliationApi.ts:70
4,reports,DELETE,/v1/reports/custom/{},ReportsController,/cbs-frontend/src/features/reports/api/reportBuilderApi.ts:104
4,reports,GET,/v1/reports/custom,ReportsController,/cbs-frontend/src/features/reports/api/reportBuilderApi.ts:92
4,reports,GET,/v1/reports/custom/data-sources,ReportsController,/cbs-frontend/src/features/reports/api/reportBuilderApi.ts:110
4,reports,GET,/v1/reports/custom/{},ReportsController,/cbs-frontend/src/features/reports/api/reportBuilderApi.ts:95
4,reports,GET,/v1/reports/executive/kpis,ReportsController,/cbs-frontend/src/features/reports/api/executiveReportApi.ts:82
4,reports,GET,/v1/reports/marketing/campaigns/{},ReportsController,/cbs-frontend/src/features/reports/api/marketingAnalyticsApi.ts:82
4,reports,POST,/v1/reports/custom,ReportsController,/cbs-frontend/src/features/reports/api/reportBuilderApi.ts:98
4,reports,POST,/v1/reports/custom/preview,ReportsController,/cbs-frontend/src/features/reports/api/reportBuilderApi.ts:116
4,reports,POST,/v1/reports/custom/{}/run,ReportsController,/cbs-frontend/src/features/reports/api/reportBuilderApi.ts:107
4,reports,POST,/v1/reports/custom/{}/share,ReportsController,/cbs-frontend/src/features/reports/api/reportBuilderApi.ts:113
4,reports,PUT,/v1/reports/custom/{},ReportsController,/cbs-frontend/src/features/reports/api/reportBuilderApi.ts:101
4,sanctions,POST,/v1/sanctions/matches/{}/confirm,SanctionsController,/cbs-frontend/src/features/risk/api/sanctionsApi.ts:16
4,sanctions,POST,/v1/sanctions/matches/{}/false-positive,SanctionsController,/cbs-frontend/src/features/risk/api/sanctionsApi.ts:19
4,sanctions,POST,/v1/sanctions/watchlists/{}/update,SanctionsController,/cbs-frontend/src/features/risk/api/sanctionsApi.ts:25
4,securities-positions,GET,/v1/securities-positions,SecuritiesPositionsController,/cbs-frontend/src/features/treasury/hooks/useTreasuryData.ts:8
4,service-points,POST,/v1/service-points,ServicePointsController,/cbs-frontend/src/features/channels/api/channelApi.ts:111
4,statements,GET,/v1/statements/certificate,StatementsController,/cbs-frontend/src/features/statements/api/statementApi.ts:142
4,statements,GET,/v1/statements/confirmation,StatementsController,/cbs-frontend/src/features/statements/api/statementApi.ts:145
4,statements,GET,/v1/statements/download,StatementsController,/cbs-frontend/src/features/statements/api/statementApi.ts:136
4,statements,GET,/v1/statements/subscriptions,StatementsController,/cbs-frontend/src/features/statements/api/statementApi.ts:148
4,statements,POST,/v1/statements/email,StatementsController,/cbs-frontend/src/features/statements/api/statementApi.ts:139
4,statements,POST,/v1/statements/generate,StatementsController,/cbs-frontend/src/features/statements/api/statementApi.ts:130; /cbs-frontend/src/features/statements/api/statementApi.ts:133
4,statements,POST,/v1/statements/subscriptions,StatementsController,/cbs-frontend/src/features/statements/api/statementApi.ts:151
4,statements,POST,/v1/statements/subscriptions/{},StatementsController,/cbs-frontend/src/features/statements/api/statementApi.ts:154
4,statements,POST,/v1/statements/subscriptions/{}/delete,StatementsController,/cbs-frontend/src/features/statements/api/statementApi.ts:157
4,syndication,GET,/v1/syndication,SyndicationController,/cbs-frontend/src/features/lending/api/syndicationApi.ts:27
4,syndication,GET,/v1/syndication/{},SyndicationController,/cbs-frontend/src/features/lending/api/syndicationApi.ts:28
4,syndication,GET,/v1/syndication/{}/participants,SyndicationController,/cbs-frontend/src/features/lending/api/syndicationApi.ts:29
4,tax-advisory,POST,/v1/tax-advisory,TaxAdvisoryController,/cbs-frontend/src/features/advisory/api/advisoryApi.ts:356
4,trading-books,GET,/v1/trading-books,TradingBooksController,/cbs-frontend/src/features/treasury/api/tradingApi.ts:368
4,trading-models,GET,/v1/trading-models,TradingModelsController,/cbs-frontend/src/features/treasury/api/tradingApi.ts:408
4,transactions,GET,/v1/transactions,TransactionsController,/cbs-frontend/src/features/transactions/api/transactionApi.ts:65
4,transactions,GET,/v1/transactions/{},TransactionsController,/cbs-frontend/src/features/transactions/api/transactionApi.ts:70
4,transactions,POST,/v1/transactions/{}/reverse,TransactionsController,/cbs-frontend/src/features/transactions/api/transactionApi.ts:74
4,trusts,GET,/v1/trusts,TrustsController,/cbs-frontend/src/features/wealth/api/wealthApi.ts:33
4,trusts,GET,/v1/trusts/{},TrustsController,/cbs-frontend/src/features/wealth/api/wealthApi.ts:34
4,virtual-accounts,GET,/v1/virtual-accounts,VirtualAccountsController,/cbs-frontend/src/features/accounts/api/virtualAccountApi.ts:42
4,virtual-accounts,PATCH,/v1/virtual-accounts/{}/rules,VirtualAccountsController,/cbs-frontend/src/features/accounts/api/virtualAccountApi.ts:62
4,virtual-accounts,POST,/v1/virtual-accounts,VirtualAccountsController,/cbs-frontend/src/features/accounts/api/virtualAccountApi.ts:50
4,wealth-management,GET,/v1/wealth-management,WealthManagementController,/cbs-frontend/src/features/wealth/api/wealthApi.ts:29
4,wealth-management,GET,/v1/wealth-management/advisors,WealthManagementController,/cbs-frontend/src/features/wealth/api/wealthApi.ts:38
4,wealth-management,GET,/v1/wealth-management/{},WealthManagementController,/cbs-frontend/src/features/wealth/api/wealthApi.ts:30
4,workflow,GET,/v1/workflow/tasks,WorkflowController,/cbs-frontend/src/features/operations/api/workflowApi.ts:63
4,workflow,GET,/v1/workflow/tasks/{},WorkflowController,/cbs-frontend/src/features/operations/api/workflowApi.ts:68
4,workflow,POST,/v1/workflow/tasks/{}/complete,WorkflowController,/cbs-frontend/src/features/operations/api/workflowApi.ts:71
